symbol,date,sentiment
CVX,2025-03-03,0.8074
CVX,2025-03-05,0.08895000000000003
CVX,2025-03-12,0.0
CVX,2025-03-25,0.5859
CVX,2025-04-07,0.40164999999999995
CVX,2025-04-08,-0.17055
CVX,2025-04-10,0.0
CVX,2025-04-11,0.0
CVX,2025-04-15,0.8658
CVX,2025-04-16,-0.3182
CVX,2025-05-04,-0.8047
CVX,2025-05-09,0.1531
CVX,2025-05-21,0.9235
CVX,2025-05-26,-0.6705
CVX,2025-05-30,0.743
CVX,2025-06-23,-0.0398
CVX,2025-07-07,0.8201
CVX,2025-07-08,0.6124
CVX,2025-07-15,0.0
CVX,2025-07-18,-0.3182
CVX,2025-07-31,0.0
CVX,2025-08-05,0.4404
CVX,2025-08-06,-0.4767
CVX,2025-08-11,-0.1779
CVX,2025-08-28,0.0
CVX,2025-08-31,0.0
CVX,2025-09-02,0.6369
CVX,2025-09-12,-0.4588
CVX,2025-10-22,0.9366
CVX,2025-11-14,0.886
CVX,2025-11-17,0.8316
CVX,2025-11-24,-0.4215
CVX,2025-12-09,0.0
CVX,2025-12-17,0.8481
CVX,2025-12-21,0.0
CVX,2025-12-25,0.8591
CVX,2025-12-29,0.1531
CVX,2025-12-30,0.2732
CVX,2025-12-31,0.44015
DAL,2025-04-07,0.0
DASH,2025-06-21,0.9531
DASH,2025-08-28,-0.4767
DELL,2025-08-29,0.0
DG,2025-01-15,0.7184
DHI,2025-07-03,0.5267
DIA,2025-01-06,-0.4939
DIA,2025-01-09,0.0
DIA,2025-01-12,-0.4939
DIA,2025-01-23,-0.3454
DIA,2025-02-14,0.0772
DIA,2025-04-11,-0.6249
DIA,2025-05-28,-0.6597
DIA,2025-08-13,0.93
DIA,2025-08-29,-0.9761
DIA,2025-09-01,0.93
DIA,2025-09-03,0.4404
DIA,2025-09-04,0.2732
DIA,2025-09-05,0.93
DIA,2025-09-08,0.6597
DIA,2025-09-29,0.93
DIA,2025-10-07,0.7647
DIA,2025-10-08,0.21075
DIA,2025-10-09,0.0
DIA,2025-10-14,0.5994
DIA,2025-10-21,0.3818
DIA,2025-10-22,0.3182
DIA,2025-11-05,0.4939
DIA,2025-11-06,0.384
DIA,2025-12-10,0.2914
DIA,2025-12-12,0.5106
DIA,2025-12-13,0.0
DIA,2025-12-18,0.0
DIA,2025-12-21,0.0
DIA,2025-12-23,-0.21075
DIA,2025-12-25,-0.0749
DIS,2025-01-27,-0.5859
DIS,2025-12-27,0.985
DIS,2025-12-29,0.9287
DJI,2025-12-19,0.5719
DJI,2025-12-30,0.0
DJI,2025-12-31,0.7234
DJIA,2025-01-08,-0.5106
DJIA,2025-04-09,-0.033
DJIA,2025-04-24,0.0
DJIA,2025-06-13,0.5719
DJIA,2025-08-26,0.9825
DJIA,2025-10-30,-0.4588
DJT,2025-01-06,0.4795
DJT,2025-01-15,0.3612
DJT,2025-02-11,-0.10534999999999997
DJT,2025-02-27,0.5719
DJT,2025-03-08,-0.10730000000000003
DJT,2025-05-03,0.0
DJT,2025-05-22,0.8074
DJT,2025-05-26,-0.2732
DJT,2025-05-29,0.46883333333333327
DJT,2025-07-03,-0.1531
DJT,2025-07-06,0.743
DJT,2025-08-29,0.0516
DJT,2025-10-09,0.4523
DJT,2025-11-26,0.0
DJT,2025-11-30,0.2732
DJT,2025-12-24,0.743
DJT,2025-12-31,0.7184
DKNG,2025-10-14,0.0
DOW,2025-09-28,0.9814
DPZ,2025-10-13,0.0
DUK,2025-08-03,0.0
E,2025-06-23,0.64515
EBAY,2025-01-13,0.0
ELF,2025-03-10,0.0
ELF,2025-11-08,0.128
EMN,2025-05-30,0.9371
ENB,2025-07-31,0.6124
EOSE,2025-07-27,0.7955
EOSE,2025-11-26,0.4215
EPD,2025-10-27,0.8089
ERX,2025-12-03,0.0
ES_F,2025-08-26,-0.3612
ETH,2025-07-30,0.91
ETH,2025-10-24,-0.4404
ETH.X,2025-02-28,0.0
ETH.X,2025-08-27,0.0
ETH.X,2025-10-24,0.0
ETH.X,2025-12-01,-0.1446
ETH.X,2025-12-02,0.7269
ETH.X,2025-12-15,0.2844
ETH.X,2025-12-23,0.3182
ETN,2025-01-30,0.0
EXE,2025-06-23,0.0
F,2025-01-13,0.5719
F,2025-04-08,0.4404
F,2025-05-01,-0.8097
FANG,2025-05-08,-0.1531
FANG,2025-06-22,0.0
FARTBOY.X,2025-03-08,0.4588
FAZ,2025-04-14,0.8885
FDX,2025-11-07,0.0
FITB,2025-12-04,0.0
FTSE,2025-03-25,-0.3818
FTSE,2025-04-09,0.8555
FUBO,2025-01-29,0.9078
FUBO,2025-05-01,0.0
FUBO,2025-11-19,0.0
GA,2025-06-28,0.8625
GDX,2025-04-26,0.4939
GE,2025-10-20,0.0
GE,2025-10-21,0.0
GLD,2025-06-24,0.0
GLD,2025-08-29,0.0
GLD,2025-12-01,-0.5574
GLD,2025-12-12,-0.42925
GLD,2025-12-17,-0.4767
GLD,2025-12-21,0.0
GLD,2025-12-22,0.0516
GLD,2025-12-26,0.0
GM,2025-05-18,0.7184
GM,2025-07-21,0.0
GM,2025-12-31,-0.1779
